gamelabel,gamedate,versus,guestteam,hometeam,scoreoverall,score1st,score2nd,score3rd,score4th,extratime,guesttp,hometp
13-14_11-11_SAS-PHI,11-11,SAS-PHI,SAS,PHI,109-85,31-13,26-25,26-26,26-21,,"Kawhi Leonard;F;1454;6;12;1;4;0;0;1;8;9;3;2;0;2;1;13;
Boris Diaw;F;1650;4;8;0;1;0;0;2;3;5;3;0;0;5;1;8;
Tiago Splitter;C;1694;4;8;0;0;3;4;1;5;6;1;0;1;0;2;11;
Danny Green;G;1924;6;9;5;7;1;1;0;6;6;3;1;1;0;2;18;
Tony Parker;G;1726;7;12;0;1;0;0;1;2;3;9;0;0;3;1;14;
Manu Ginobili;null;782;3;4;2;2;0;0;0;1;1;1;0;0;0;1;8;
Patty Mills;null;1154;4;8;2;5;0;0;1;2;3;2;4;0;0;2;10;
Marco Belinelli;null;1345;5;11;2;5;0;0;2;4;6;2;2;0;1;0;12;
Jeff Ayres;null;1460;3;9;0;0;0;0;2;4;6;2;0;0;0;4;6;
Nando De Colo;null;585;1;3;1;3;0;0;0;2;2;1;0;0;0;0;3;
Cory Joseph;null;428;1;4;0;0;4;6;1;0;1;2;0;0;1;1;6;
Aron Baynes;null;198;0;1;0;0;0;0;0;2;2;0;0;0;0;0;0;","Evan Turner;F;2056;9;21;1;4;1;2;1;2;3;2;0;0;1;1;20;
Thaddeus Young;F;1772;3;7;0;2;1;2;4;2;6;1;1;1;1;0;7;
Spencer Hawes;C;1956;6;13;2;4;3;3;3;10;13;3;0;2;4;1;17;
James Anderson;G;1444;3;6;1;2;0;0;0;1;1;1;0;0;1;1;7;
Michael Carter-Williams;G;1951;2;11;0;2;4;4;0;2;2;4;3;3;2;1;8;
Tony Wroten;null;1273;5;9;1;3;2;3;1;1;2;3;0;1;2;3;13;
Lavoy Allen;null;1165;2;4;0;0;0;1;0;6;6;0;0;1;1;2;4;
Darius Morris;null;1195;2;6;0;1;1;1;0;1;1;4;0;0;2;2;5;
Brandon Davies;null;867;2;4;0;0;0;0;1;1;2;1;0;1;1;1;4;
Hollis Thompson;null;721;0;1;0;1;0;0;1;3;4;0;0;0;0;0;0;"
13-14_11-11_TOR-HOU,11-11,TOR-HOU,TOR,HOU,104-110,20-24,13-23,29-24,25-16,8-8;9-15;,"Rudy Gay;F;2674;10;31;3;6;3;3;1;8;9;2;4;1;2;4;26;
Amir Johnson;F;1768;4;9;0;0;2;6;4;6;10;0;0;1;2;5;10;
Jonas Valanciunas;C;1774;4;9;0;0;2;3;7;6;13;3;0;1;4;6;10;
DeMar DeRozan;G;2873;6;24;0;1;10;11;1;2;3;1;4;1;0;1;22;
Kyle Lowry;G;2664;4;13;2;8;0;0;1;1;2;2;1;0;2;5;10;
Tyler Hansbrough;null;558;1;3;0;0;0;0;2;1;3;1;0;0;0;2;2;
Landry Fields;null;698;0;1;0;0;1;2;0;3;3;0;0;0;2;1;1;
Terrence Ross;null;1562;4;6;1;3;0;0;1;2;3;0;1;0;0;5;9;
Dwight Buycks;null;812;2;6;0;1;1;1;2;1;3;0;0;0;1;1;5;
Quincy Acy;null;516;0;1;0;1;0;0;0;0;0;1;2;1;0;3;0;
Aaron Gray;null;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;","Chandler Parsons;F;2814;7;16;1;5;3;3;0;5;5;5;1;1;2;5;18;
Dwight Howard;F;2394;7;12;0;0;4;12;5;16;21;1;1;5;3;5;18;
Omer Asik;C;1130;2;4;0;0;0;2;1;1;2;0;0;1;0;2;4;
James Harden;G;2563;5;15;2;7;6;7;0;3;3;10;3;1;6;4;18;
Patrick Beverley;G;1330;0;5;0;4;0;0;0;2;2;0;0;0;3;4;0;
Omri Casspi;null;1574;1;4;0;2;3;6;2;4;6;3;1;1;2;1;5;
Jeremy Lin;null;2467;8;15;3;6;8;9;0;4;4;1;2;1;5;2;27;
Terrence Jones;null;1628;2;6;0;0;1;2;3;6;9;0;0;4;2;5;5;"
13-14_11-12_DET-GSW,11-12,DET-GSW,DET,GSW,95-113,16-35,25-27,30-32,24-19,,"Josh Smith;F;1131;1;6;0;2;0;0;0;0;0;2;1;0;0;1;2;
Greg Monroe;F;1858;6;15;0;0;3;6;3;2;5;2;2;0;3;2;15;
Andre Drummond;C;1714;8;10;0;0;0;0;8;6;14;0;3;3;0;3;16;
Chauncey Billups;G;340;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;
Brandon Jennings;G;1622;5;14;0;4;3;4;1;0;1;2;0;0;3;2;13;
Kyle Singler;null;1052;1;2;0;1;2;2;0;0;0;1;0;0;2;3;4;
Rodney Stuckey;null;1657;2;9;0;2;3;3;0;2;2;2;1;0;1;1;7;
Kentavious Caldwell-Pope;null;1425;4;11;1;3;0;0;1;2;3;1;2;0;0;2;9;
Will Bynum;null;1258;4;8;0;0;6;10;0;4;4;4;3;0;1;3;14;
Tony Mitchell;null;763;1;2;0;0;1;2;2;1;3;1;0;0;0;2;3;
Gigi Datome;null;1045;4;6;2;4;0;0;1;0;1;0;0;1;2;4;10;
Jonas Jerebko;null;535;1;3;0;2;0;0;0;1;1;0;0;0;0;2;2;","Andre Iguodala;F;1917;2;6;2;3;2;2;1;2;3;11;2;0;3;2;8;
David Lee;F;1622;6;10;0;0;5;6;2;7;9;2;0;0;1;1;17;
Andrew Bogut;C;1464;4;7;0;0;0;0;2;7;9;1;1;2;4;3;8;
Klay Thompson;G;1614;6;9;2;4;0;0;0;2;2;3;0;0;0;2;14;
Stephen Curry;G;1740;7;10;2;4;9;9;1;1;2;8;1;0;2;4;25;
Jermaine O'Neal;null;1376;7;8;0;0;3;5;2;4;6;0;0;0;4;5;17;
Harrison Barnes;null;1551;4;8;0;1;0;2;0;3;3;1;0;0;3;3;8;
Marreese Speights;null;830;1;3;0;0;0;0;2;2;4;0;0;0;1;0;2;
Kent Bazemore;null;540;1;2;1;1;0;0;0;1;1;0;0;0;3;3;3;
Draymond Green;null;1054;2;3;1;2;0;0;0;3;3;2;1;0;1;1;5;
Nemanja Nedovic;null;377;1;2;0;1;2;2;0;0;0;0;0;0;1;0;4;
Ognjen Kuzmic;null;315;1;2;0;0;0;0;0;1;1;0;0;1;0;1;2;"
13-14_11-12_MIL-MIA,11-12,MIL-MIA,MIL,MIA,95-118,23-32,22-24,17-28,33-34,,"Caron Butler;F;1492;4;15;2;8;0;0;1;3;4;1;1;0;2;2;10;
Khris Middleton;F;1384;3;9;1;3;0;0;2;5;7;1;1;1;2;3;7;
Zaza Pachulia;C;1077;1;4;0;0;1;1;1;4;5;0;0;0;3;1;3;
O.J. Mayo;G;1518;2;6;2;3;0;0;0;2;2;3;2;0;2;2;6;
Nate Wolters;G;1464;4;8;0;2;1;2;1;2;3;3;3;0;0;0;9;
John Henson;null;1505;7;10;0;0;4;4;0;3;3;0;1;0;0;0;18;
Brandon Knight;null;1416;0;2;0;2;6;6;0;0;0;6;1;0;4;3;6;
Giannis Antetokounmpo;null;1295;4;8;3;5;0;0;2;2;4;0;0;0;3;1;11;
Gary Neal;null;1563;6;11;3;7;3;4;0;3;3;4;0;0;1;1;18;
Ekpe Udoh;null;1020;2;6;0;0;3;4;1;1;2;0;1;0;1;1;7;
Miroslav Raduljica;null;666;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;","LeBron James;F;1798;13;21;4;7;3;6;0;3;3;2;0;0;3;0;33;
Shane Battier;F;1611;2;6;1;4;1;1;0;4;4;0;2;0;0;1;6;
Chris Bosh;C;1414;3;9;1;2;3;4;1;4;5;3;1;2;1;3;10;
Dwyane Wade;G;1832;4;7;0;0;0;0;0;7;7;5;2;2;6;3;8;
Mario Chalmers;G;1500;4;6;1;2;6;8;0;4;4;7;2;0;0;3;15;
Rashard Lewis;null;1415;3;3;1;1;0;0;1;2;3;1;2;0;0;1;7;
Chris Andersen;null;1140;4;6;0;0;0;0;3;4;7;2;0;2;2;1;8;
Michael Beasley;null;1179;8;12;2;3;1;4;0;1;1;3;0;0;0;2;19;
Norris Cole;null;1380;3;5;1;2;0;1;0;4;4;4;0;0;1;2;7;
Roger Mason Jr.;null;589;0;1;0;0;0;0;0;1;1;2;0;0;0;1;0;
Joel Anthony;null;326;1;1;0;0;0;0;0;1;1;0;0;1;0;0;2;
James Jones;null;216;1;2;1;2;0;0;0;0;0;0;0;0;0;0;3;"
13-14_11-12_NOP-LAL,11-12,NOP-LAL,NOP,LAL,95-116,19-22,20-33,23-31,33-30,,"Al-Farouq Aminu;F;1053;3;5;0;0;0;0;1;4;5;1;0;0;1;0;6;
Anthony Davis;F;1589;6;11;0;0;3;4;1;4;5;2;2;0;1;4;15;
Jason Smith;C;1669;4;13;0;0;0;0;0;3;3;1;2;0;0;2;8;
Eric Gordon;G;1923;5;13;0;3;7;7;0;1;1;3;3;0;2;1;17;
Jrue Holiday;G;1631;2;11;0;1;3;3;1;2;3;5;0;1;3;1;7;
Greg Stiemsma;null;701;1;2;0;0;0;0;0;1;1;0;0;0;1;0;2;
Tyreke Evans;null;1840;4;13;0;1;3;7;1;3;4;6;1;0;1;1;11;
Brian Roberts;null;534;1;5;0;2;0;0;0;0;0;1;0;0;1;2;2;
Anthony Morrow;null;971;3;3;2;2;0;0;0;1;1;1;2;0;1;2;8;
Austin Rivers;null;887;2;4;1;1;2;2;0;0;0;2;0;0;1;2;7;
Lou Amundson;null;504;1;2;0;0;1;4;1;2;3;1;0;1;0;2;3;
Jeff Withey;null;1097;2;2;0;0;5;6;4;1;5;0;1;1;1;3;9;","Wesley Johnson;F;1252;2;4;0;1;1;2;0;5;5;0;0;0;1;3;5;
Jordan Hill;F;1578;7;12;0;0;7;8;2;9;11;2;2;1;2;4;21;
Pau Gasol;C;1553;6;10;0;1;2;2;1;7;8;3;0;1;1;3;14;
Jodie Meeks;G;1552;5;7;3;5;2;2;0;3;3;0;1;0;1;3;15;
Steve Blake;G;1647;1;4;1;2;2;2;0;1;1;10;0;0;2;1;5;
Chris Kaman;null;1284;4;9;0;0;0;0;2;7;9;6;1;0;3;3;8;
Nick Young;null;1400;7;11;1;2;2;2;0;0;0;1;0;0;0;2;17;
Jordan Farmar;null;1233;4;9;1;3;0;0;2;5;7;8;0;1;2;1;9;
Xavier Henry;null;1329;6;8;3;3;0;0;0;2;2;1;3;0;5;3;15;
Shawne Williams;null;776;1;1;1;1;0;0;0;1;1;1;0;0;1;5;3;
Robert Sacre;null;342;0;2;0;0;1;2;1;3;4;1;0;1;1;2;1;
Ryan Kelly;null;227;1;2;1;2;0;1;0;1;1;0;0;0;0;1;3;
Elias Harris;null;227;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;"
13-14_11-12_WAS-DAL,11-12,WAS-DAL,WAS,DAL,95-105,34-33,15-28,30-27,16-17,,"Trevor Ariza;F;2239;10;17;5;11;2;3;2;5;7;0;4;0;4;2;27;
Nene;F;1991;3;7;0;0;8;14;4;3;7;3;3;0;6;3;14;
Marcin Gortat;C;2082;6;11;0;0;0;0;3;9;12;0;1;4;2;1;12;
Bradley Beal;G;2201;2;10;0;2;5;6;0;3;3;7;0;0;0;4;9;
John Wall;G;2046;5;10;1;3;3;4;0;5;5;10;1;0;3;1;14;
Martell Webster;null;1182;2;5;0;3;2;2;2;2;4;1;0;0;1;1;6;
Al Harrington;null;1145;3;8;2;5;0;0;0;2;2;0;1;0;0;3;8;
Kevin Seraphin;null;165;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;
Eric Maynor;null;834;1;5;0;0;0;0;0;3;3;3;1;0;1;2;2;
Trevor Booker;null;278;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;
Glen Rice Jr.;null;79;1;1;1;1;0;0;0;1;1;0;0;0;1;0;3;
Garrett Temple;null;79;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;
Jan Vesely;null;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;","Shawn Marion;F;1984;4;7;0;1;0;0;2;7;9;2;1;1;4;3;8;
Dirk Nowitzki;F;1893;8;19;2;5;1;2;1;7;8;2;2;1;1;3;19;
Samuel Dalembert;C;1366;5;7;0;0;5;6;3;2;5;1;2;0;1;2;15;
Monta Ellis;G;2243;7;16;1;1;4;5;0;4;4;7;0;0;4;3;19;
Jose Calderon;G;1990;4;8;3;6;0;0;0;1;1;4;2;0;2;2;11;
Vince Carter;null;1540;6;13;4;9;0;0;1;2;3;3;0;0;0;4;16;
Jae Crowder;null;1058;2;5;0;2;0;1;0;1;1;3;1;0;0;1;4;
DeJuan Blair;null;1435;4;6;0;0;1;3;4;7;11;1;0;0;1;2;9;
Gal Mekel;null;732;1;2;0;1;2;2;0;0;0;2;1;0;1;0;4;
Ricky Ledo;null;79;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;
Bernard James;null;79;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;"
13-14_11-13_BKN-SAC,11-13,BKN-SAC,BKN,SAC,86-107,19-23,21-29,19-28,27-27,,"Paul Pierce;F;1747;4;12;0;0;4;5;0;9;9;1;0;0;1;3;12;
Kevin Garnett;F;884;2;9;0;0;2;2;0;8;8;1;0;1;1;1;6;
Brook Lopez;C;1599;6;12;0;0;4;4;4;5;9;0;0;5;1;3;16;
Joe Johnson;G;2180;3;10;0;2;4;6;1;1;2;1;0;0;0;1;10;
Deron Williams;G;2099;5;13;2;5;1;2;0;2;2;7;1;1;4;2;13;
Andray Blatche;null;880;2;5;0;0;0;0;0;5;5;1;1;0;2;2;4;
Mason Plumlee;null;1069;1;1;0;0;1;3;1;4;5;0;0;0;0;2;3;
Alan Anderson;null;984;1;4;1;4;0;0;0;3;3;0;0;0;2;3;3;
Shaun Livingston;null;924;5;6;0;0;3;3;2;0;2;1;0;0;2;1;13;
Jason Terry;null;1012;1;4;0;1;0;0;0;1;1;1;0;0;1;3;2;
Reggie Evans;null;746;1;2;0;0;2;2;2;4;6;0;0;0;1;1;4;
Tyshawn Taylor;null;138;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;
Mirza Teletovic;null;138;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;","John Salmons;F;1863;3;5;0;0;1;1;0;1;1;2;2;0;0;2;7;
Jason Thompson;F;1562;4;12;0;0;1;4;1;10;11;0;0;0;0;3;9;
DeMarcus Cousins;C;1302;5;14;0;0;5;6;2;7;9;1;1;3;1;6;15;
Ben McLemore;G;892;1;8;0;2;0;0;0;0;0;2;0;0;1;0;2;
Greivis Vasquez;G;1953;7;13;2;6;1;1;1;3;4;12;1;0;2;4;17;
Isaiah Thomas;null;1541;5;11;2;3;7;7;3;3;6;6;1;0;1;1;19;
Travis Outlaw;null;988;2;4;0;1;2;2;0;2;2;0;1;0;0;2;6;
Marcus Thornton;null;2018;10;19;4;9;0;1;2;2;4;2;1;0;0;1;24;
Patrick Patterson;null;1533;4;8;0;3;0;1;2;8;10;0;0;0;1;1;8;
Charles Hayes;null;460;0;0;0;0;0;0;1;2;3;1;0;0;0;2;0;
Luc Mbah a Moute;null;260;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;
Hamady Ndiaye;null;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"
13-14_11-13_CHA-BOS,11-13,CHA-BOS,CHA,BOS,89-83,27-21,24-22,20-21,18-19,,"Michael Kidd-Gilchrist;F;1659;3;6;0;0;0;0;0;3;3;1;1;0;2;6;6;
Anthony Tolliver;F;1538;3;7;3;6;2;2;0;1;1;1;1;1;1;3;11;
Al Jefferson;C;1979;8;17;0;0;6;6;2;9;11;3;0;2;1;3;22;
Gerald Henderson;G;2076;5;14;0;0;3;5;3;6;9;5;1;0;2;2;13;
Kemba Walker;G;2047;1;13;0;3;1;2;2;7;9;2;3;0;2;1;3;
Jeff Taylor;null;1763;4;8;0;1;4;4;0;1;1;1;0;0;0;2;12;
Cody Zeller;null;1342;2;7;0;0;4;4;4;5;9;2;2;1;3;1;8;
Bismack Biyombo;null;901;2;3;0;0;0;0;1;3;4;0;0;1;0;2;4;
Ramon Sessions;null;1095;2;7;0;2;6;7;0;3;3;1;0;0;0;0;10;","Jeff Green;F;1918;7;13;1;5;4;7;0;1;1;0;0;0;1;3;19;
Brandon Bass;F;1625;2;9;0;0;3;3;1;7;8;2;0;1;0;4;7;
Kelly Olynyk;C;1997;1;4;0;2;4;4;3;8;11;4;0;0;4;4;6;
Avery Bradley;G;1375;3;8;1;2;0;0;0;3;3;0;1;0;1;5;7;
Jordan Crawford;G;2122;6;15;0;2;4;5;1;4;5;6;2;0;2;3;16;
Gerald Wallace;null;1933;4;7;2;3;0;0;2;6;8;2;2;0;2;1;10;
Vitor Faverani;null;1322;2;8;1;2;2;4;3;6;9;1;0;1;3;3;7;
Courtney Lee;null;857;4;8;2;4;0;0;0;0;0;0;0;0;1;2;10;
Phil Pressey;null;664;0;4;0;1;0;0;0;0;0;0;0;0;1;1;0;
Kris Humphries;null;587;0;1;0;0;1;2;0;0;0;0;0;0;0;0;1;"
13-14_11-13_CLE-MIN,11-13,CLE-MIN,CLE,MIN,95-124,24-38,23-32,29-38,19-16,,"Alonzo Gee;F;1347;2;2;1;1;0;0;1;1;2;1;2;0;3;2;5;
Tristan Thompson;F;1439;3;7;0;0;4;5;2;4;6;2;0;0;1;3;10;
Anderson Varejao;C;1713;5;8;0;0;3;4;3;2;5;3;1;0;0;3;13;
Dion Waiters;G;1347;2;6;1;2;1;2;0;2;2;2;0;0;1;1;6;
Kyrie Irving;G;1643;8;17;1;5;3;3;0;1;1;2;1;1;3;2;20;
Jarrett Jack;null;1410;3;9;0;1;0;0;0;1;1;5;0;0;1;1;6;
CJ Miles;null;419;1;4;0;1;1;1;0;0;0;0;0;0;0;0;3;
Anthony Bennett;null;1219;3;11;0;1;0;0;3;2;5;0;0;0;1;1;6;
Earl Clark;null;841;3;8;1;3;0;0;0;2;2;0;0;0;1;1;7;
Henry Sims;null;509;0;1;0;0;0;0;0;3;3;0;0;0;0;3;0;
Tyler Zeller;null;880;3;5;0;0;2;2;1;5;6;0;0;0;0;0;8;
Matthew Dellavedova;null;775;1;4;0;1;2;2;0;0;0;1;0;0;0;0;4;
Sergey Karasev;null;858;2;5;1;1;2;2;0;4;4;2;0;0;0;1;7;","Robbie Hummel;F;1692;4;6;2;4;0;0;0;4;4;1;0;0;0;3;10;
Kevin Love;F;1888;10;16;1;4;12;14;2;6;8;6;0;0;0;2;33;
Nikola Pekovic;C;1163;5;7;0;0;0;0;1;6;7;1;0;0;2;4;10;
Corey Brewer;G;1798;10;17;5;5;2;3;3;1;4;1;2;0;0;2;27;
Ricky Rubio;G;1839;5;7;1;1;5;5;1;5;6;16;3;0;3;1;16;
Dante Cunningham;null;1293;3;5;0;0;0;0;0;3;3;0;0;1;0;3;6;
Jose Juan Barea;null;812;3;3;0;0;0;0;0;2;2;7;0;0;0;0;6;
Derrick Williams;null;1305;3;7;1;2;2;2;0;3;3;0;0;2;2;2;9;
A.J. Price;null;732;0;4;0;2;0;0;0;2;2;1;0;0;0;1;0;
Alexey Shved;null;720;1;4;1;3;2;2;0;0;0;0;0;1;0;0;5;
Gorgui Dieng;null;579;1;2;0;0;0;0;0;6;6;1;0;1;2;1;2;
Shabazz Muhammad;null;579;0;4;0;1;0;0;1;3;4;0;0;0;0;1;0;"
13-14_11-13_HOU-PHI,11-13,HOU-PHI,HOU,PHI,117-123,31-28,26-32,33-20,16-26,11-17;,"Chandler Parsons;F;2552;9;19;1;5;3;6;3;3;6;7;0;4;5;4;22;
Terrence Jones;F;2203;4;12;2;4;0;0;3;8;11;1;0;3;1;4;10;
Dwight Howard;C;2525;9;20;0;1;5;9;4;11;15;7;2;6;2;4;23;
Jeremy Lin;G;2917;10;19;9;15;5;6;0;5;5;11;0;0;8;5;34;
Patrick Beverley;G;2541;4;8;1;5;3;4;3;6;9;5;3;1;0;4;12;
Francisco Garcia;null;1210;0;4;0;4;0;0;0;2;2;2;1;0;1;1;0;
Omri Casspi;null;1427;7;13;2;6;0;0;0;2;2;1;2;1;2;4;16;
Aaron Brooks;null;263;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;
Omer Asik;null;262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;","Evan Turner;F;2763;9;23;0;4;5;5;0;7;7;5;1;0;3;2;23;
Thaddeus Young;F;2434;5;15;0;0;5;6;1;7;8;2;1;1;2;1;15;
Spencer Hawes;C;2148;7;16;3;5;1;2;3;6;9;4;3;3;3;4;18;
James Anderson;G;2662;12;16;6;8;6;6;1;4;5;0;3;0;0;5;36;
Tony Wroten;G;2474;7;18;0;2;4;7;5;5;10;11;0;1;4;5;18;
Darius Morris;null;1140;3;10;2;5;2;2;2;1;3;3;1;0;0;2;10;
Lavoy Allen;null;1006;0;2;0;0;1;2;3;2;5;3;3;2;0;0;1;
Hollis Thompson;null;503;0;0;0;0;1;2;0;1;1;0;0;0;1;1;1;
Brandon Davies;null;769;0;3;0;1;1;2;0;2;2;1;0;1;0;3;1;
Daniel Orton;null;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"
13-14_11-13_LAL-DEN,11-13,LAL-DEN,LAL,DEN,99-111,28-33,26-27,25-23,20-28,,"Wesley Johnson;F;1898;3;6;2;3;2;2;2;3;5;2;3;5;2;5;10;
Jordan Hill;F;1824;6;11;0;0;6;6;8;7;15;0;1;3;0;5;18;
Pau Gasol;C;2005;12;27;0;0;1;5;2;10;12;3;0;1;2;2;25;
Jodie Meeks;G;1622;1;5;1;3;0;2;0;0;0;0;0;0;0;2;3;
Steve Blake;G;2027;5;11;2;4;3;5;0;6;6;11;0;0;3;2;15;
Chris Kaman;null;1112;3;9;0;0;2;2;3;1;4;2;0;0;3;4;8;
Nick Young;null;1587;4;12;2;6;1;1;3;2;5;1;0;0;1;2;11;
Shawne Williams;null;526;1;4;0;2;0;0;0;2;2;0;0;0;1;3;2;
Xavier Henry;null;947;2;5;1;2;1;2;1;0;1;0;0;0;1;2;6;
Jordan Farmar;null;853;0;4;0;1;1;1;0;1;1;1;0;0;1;0;1;","Jordan Hamilton;F;721;1;6;0;3;4;4;2;4;6;1;2;0;0;1;6;
Kenneth Faried;F;1774;8;13;0;0;5;9;7;6;13;2;0;0;1;2;21;
JJ Hickson;C;1046;3;11;0;0;0;2;5;3;8;0;1;1;0;3;6;
Randy Foye;G;1436;3;5;2;3;0;0;1;0;1;4;0;1;2;1;8;
Ty Lawson;G;2057;7;17;0;3;5;8;3;3;6;7;3;1;1;1;19;
Timofey Mozgov;null;1669;8;12;0;1;7;9;2;7;9;0;0;4;2;2;23;
Darrell Arthur;null;1106;1;4;0;0;0;0;1;3;4;1;1;1;0;3;2;
Wilson Chandler;null;1270;4;11;4;7;0;0;1;4;5;0;2;0;0;3;12;
Nate Robinson;null;1158;1;8;0;2;0;0;0;3;3;2;2;0;1;4;2;
Andre Miller;null;1274;3;10;0;2;1;1;0;2;2;5;0;0;1;0;7;
Evan Fournier;null;891;1;3;0;0;3;4;1;0;1;1;0;0;0;0;5;"
13-14_11-13_MIL-ORL,11-13,MIL-ORL,MIL,ORL,91-94,36-23,18-22,20-27,17-22,,"Caron Butler;F;2520;7;17;3;5;3;3;1;4;5;3;1;0;2;1;20;
Khris Middleton;F;2584;6;11;1;3;6;6;0;8;8;4;3;0;3;4;19;
Ekpe Udoh;C;1110;0;2;0;0;0;0;2;2;4;2;2;2;1;3;0;
O.J. Mayo;G;2619;10;22;1;3;4;4;1;6;7;2;0;0;6;4;25;
Nate Wolters;G;2388;3;8;0;1;3;4;1;2;3;3;1;0;1;2;9;
John Henson;null;1638;5;11;0;0;0;1;1;8;9;1;0;5;3;2;10;
Giannis Antetokounmpo;null;1167;1;2;0;1;4;4;1;1;2;1;2;0;1;0;6;
Miroslav Raduljica;null;374;1;1;0;0;0;0;0;1;1;0;0;0;1;3;2;","Maurice Harkless;F;2263;5;11;0;2;0;4;3;6;9;1;1;3;2;2;10;
Jason Maxiell;F;278;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
Nikola Vucevic;C;2238;6;10;0;0;5;6;4;7;11;3;2;1;4;3;17;
Arron Afflalo;G;2408;11;15;8;11;6;6;1;7;8;6;2;0;4;2;36;
Jameer Nelson;G;1830;3;11;0;4;2;2;0;2;2;5;0;1;1;3;8;
E'Twaun Moore;null;1043;1;8;0;3;0;0;0;0;0;0;0;1;0;2;2;
Kyle O'Quinn;null;642;3;5;0;0;1;2;2;2;4;0;0;0;0;1;7;
Victor Oladipo;null;1340;4;14;1;1;1;1;0;2;2;2;1;1;2;1;10;
Doron Lamb;null;685;0;2;0;2;0;0;0;1;1;1;0;0;0;1;0;
Andrew Nicholson;null;185;1;2;0;1;0;0;1;0;1;0;0;0;0;0;2;
Ronnie Price;null;1489;1;3;0;2;0;0;2;5;7;2;1;1;2;2;2;"
13-14_11-13_NOP-UTA,11-13,NOP-UTA,NOP,UTA,105-111,29-22,26-23,22-28,28-38,,"Al-Farouq Aminu;F;1288;0;5;0;0;0;0;0;2;2;1;2;1;0;1;0;
Anthony Davis;F;2138;12;21;0;0;5;5;8;7;15;1;1;1;1;3;29;
Jason Smith;C;1978;5;9;0;0;0;0;2;3;5;0;1;0;1;4;10;
Eric Gordon;G;2001;5;13;3;6;3;4;0;1;1;4;5;0;2;4;16;
Jrue Holiday;G;2028;8;12;2;2;1;1;0;3;3;6;2;0;5;3;19;
Lou Amundson;null;1076;2;3;0;0;1;2;0;0;0;0;1;0;2;5;5;
Austin Rivers;null;812;0;3;0;2;0;0;0;1;1;3;1;0;1;4;0;
Tyreke Evans;null;1705;8;13;0;1;3;3;0;3;3;4;0;1;1;5;19;
Jeff Withey;null;545;1;2;0;0;1;2;1;2;3;0;0;0;0;0;3;
Anthony Morrow;null;829;1;4;0;1;2;3;0;1;1;0;0;0;0;1;4;","Richard Jefferson;F;1916;7;11;3;4;5;6;0;3;3;4;0;0;1;3;22;
Derrick Favors;F;1904;5;7;0;0;2;8;5;7;12;2;5;2;3;4;12;
Enes Kanter;C;2279;8;10;0;0;5;6;1;9;10;1;0;3;3;3;21;
Gordon Hayward;G;2518;6;12;3;5;12;14;2;3;5;10;2;1;5;1;27;
John Lucas III;G;927;0;7;0;6;1;1;0;1;1;0;0;0;2;1;1;
Marvin Williams;null;1570;5;9;2;4;0;0;5;4;9;0;0;1;2;4;12;
Alec Burks;null;1607;3;10;0;1;1;2;1;2;3;1;0;0;1;3;7;
Michael Harris;null;369;0;1;0;0;2;2;0;0;0;0;1;0;0;0;2;
Diante Garrett;null;1310;3;5;1;2;0;0;0;1;1;5;1;0;4;0;7;"
